location_id,neighbourhood_group,neighbourhood,latitude,longitude
3734,Manhattan,Upper West Side,40.79891,-73.96705
3735,Manhattan,East Village,40.72847,-73.99029
3736,Manhattan,East Village,40.73046,-73.9921
3737,Manhattan,Upper East Side,40.7829,-73.94721
3738,Manhattan,Tribeca,40.7196,-74.00571
3739,Manhattan,West Village,40.73341,-74.00791
3740,Manhattan,Upper East Side,40.78021,-73.95044
3741,Brooklyn,Bedford-Stuyvesant,40.68835,-73.95568
3742,Manhattan,Upper East Side,40.7732,-73.95082
3743,Brooklyn,Williamsburg,40.71801,-73.95869
3744,Brooklyn,Clinton Hill,40.68255,-73.96124
3745,Manhattan,Upper East Side,40.76886,-73.95877
3746,Brooklyn,Greenpoint,40.72599,-73.94172
3747,Manhattan,Kips Bay,40.73876,-73.98108
3748,Manhattan,Greenwich Village,40.72832,-73.99916
3749,Manhattan,Upper West Side,40.78409,-73.97886
3750,Manhattan,Chelsea,40.7444,-73.9994
3751,Manhattan,Chelsea,40.74344,-73.99826
3752,Brooklyn,Williamsburg,40.71357,-73.96279
3753,Manhattan,Hell's Kitchen,40.75361,-73.99501
3754,Manhattan,Battery Park City,40.70517,-74.01753
3755,Manhattan,SoHo,40.72706,-74.00043
3756,Manhattan,Chelsea,40.74999,-73.99687
3757,Brooklyn,Williamsburg,40.70943,-73.95101
3758,Queens,Astoria,40.76427,-73.91562
3759,Manhattan,Greenwich Village,40.73532,-73.99473
3760,Manhattan,East Village,40.72959,-73.98112
3761,Manhattan,Murray Hill,40.7461,-73.97628
3762,Brooklyn,Sea Gate,40.57645,-74.01065
3763,Queens,Sunnyside,40.74622,-73.92296
3764,Manhattan,Upper West Side,40.79432,-73.97269
3765,Manhattan,Kips Bay,40.74438,-73.97965
3766,Manhattan,Harlem,40.80119,-73.95295
3767,Brooklyn,Williamsburg,40.70868,-73.95343
3768,Brooklyn,Greenpoint,40.72569,-73.94017
3769,Brooklyn,Greenpoint,40.72537,-73.94076
3770,Brooklyn,Sunset Park,40.655,-74.00676
3771,Brooklyn,Greenpoint,40.7272,-73.94176
3772,Queens,Sunnyside,40.73817,-73.92463
3773,Manhattan,Kips Bay,40.74438,-73.97744
3774,Queens,Jamaica,40.7095,-73.78828
3775,Brooklyn,Clinton Hill,40.68766,-73.96439
3776,Manhattan,Upper West Side,40.78345,-73.97858
3777,Brooklyn,Gowanus,40.68107,-73.98245
3778,Manhattan,Greenwich Village,40.7358,-73.99677
3779,Manhattan,Hell's Kitchen,40.76726,-73.98285
3780,Manhattan,Upper West Side,40.77018,-73.98643
3781,Brooklyn,Gowanus,40.67632,-73.99204
3782,Manhattan,Greenwich Village,40.73357,-73.99767
3783,Manhattan,Kips Bay,40.74215,-73.98018
3784,Manhattan,Hell's Kitchen,40.7604,-73.9922
3785,Manhattan,Midtown,40.75225,-73.98725
3786,Manhattan,Greenwich Village,40.7335,-73.99834
3787,Manhattan,Upper West Side,40.78498,-73.97284
3788,Brooklyn,Williamsburg,40.71947,-73.9552
3789,Manhattan,East Village,40.73323,-73.98859
3790,Manhattan,Midtown,40.76292,-73.98128
3791,Brooklyn,Williamsburg,40.71969,-73.9583
3792,Brooklyn,Carroll Gardens,40.68123,-73.99558
3793,Manhattan,Upper West Side,40.78269,-73.9839
3794,Manhattan,Upper East Side,40.76904,-73.95435
3795,Manhattan,Upper West Side,40.79822,-73.97059
3796,Brooklyn,Bushwick,40.69982,-73.9249
3797,Manhattan,Upper West Side,40.77859,-73.97964
3798,Brooklyn,Greenpoint,40.73052,-73.95568
3799,Manhattan,West Village,40.73521,-74.00089
3800,Manhattan,Kips Bay,40.74398,-73.97662
3801,Brooklyn,Williamsburg,40.71725,-73.96249
3802,Manhattan,Murray Hill,40.74576,-73.97821
3803,Brooklyn,Williamsburg,40.71558,-73.94881
3804,Queens,Astoria,40.76895,-73.9236
3805,Manhattan,Upper East Side,40.77477,-73.95503
3806,Manhattan,Upper East Side,40.77715,-73.94788
3807,Manhattan,Upper East Side,40.78103,-73.95069
3808,Manhattan,Midtown,40.76486,-73.97885
3809,Manhattan,Hell's Kitchen,40.75786,-73.99485
3810,Bronx,Riverdale,40.88579,-73.91599
3811,Manhattan,Hell's Kitchen,40.76182,-73.99003
3812,Brooklyn,Bedford-Stuyvesant,40.69329,-73.95607
3813,Manhattan,Financial District,40.70825,-74.00495
3814,Brooklyn,Boerum Hill,40.68497,-73.989
3815,Manhattan,Tribeca,40.72035,-74.00493
3816,Queens,Rego Park,40.72988,-73.85773
3817,Manhattan,Hell's Kitchen,40.76774,-73.98503
3818,Manhattan,Theater District,40.76096,-73.98646
3819,Brooklyn,Park Slope,40.67262,-73.97351
3820,Manhattan,Lower East Side,40.72153,-73.99331
3821,Manhattan,Hell's Kitchen,40.76532,-73.99061
3822,Brooklyn,Bushwick,40.70544,-73.92192
3823,Brooklyn,Bay Ridge,40.62455,-74.02756
3824,Brooklyn,Flatbush,40.63449,-73.95742
3825,Queens,Kew Gardens Hills,40.72664,-73.82795
3826,Manhattan,Upper West Side,40.78263,-73.97415
3827,Manhattan,East Village,40.73259,-73.98681
3828,Manhattan,Upper East Side,40.77469,-73.96327
3829,Manhattan,Chinatown,40.71627,-73.99404
3830,Manhattan,Chelsea,40.74935,-73.99723
3831,Manhattan,Harlem,40.82016,-73.94559
3832,Brooklyn,Williamsburg,40.70972,-73.93864
3833,Brooklyn,Clinton Hill,40.68583,-73.96558
3834,Manhattan,Upper West Side,40.7803,-73.98347
3835,Brooklyn,Cobble Hill,40.68554,-73.99499
3836,Brooklyn,Greenpoint,40.72727,-73.93986
3837,Brooklyn,Williamsburg,40.70771,-73.94344
3838,Manhattan,Harlem,40.80269,-73.94637
3839,Manhattan,Financial District,40.70583,-74.00612
3840,Manhattan,East Harlem,40.7916,-73.94686
3841,Manhattan,West Village,40.73374,-74.00121
3842,Manhattan,Upper East Side,40.76225,-73.96165
3843,Queens,Ridgewood,40.70206,-73.90936
3844,Brooklyn,Clinton Hill,40.68568,-73.96244
3845,Brooklyn,Bushwick,40.69856,-73.93162
3846,Manhattan,Upper West Side,40.77794,-73.97699
3847,Manhattan,Theater District,40.76054,-73.98508
3848,Manhattan,Lower East Side,40.72171,-73.99053
3849,Brooklyn,Williamsburg,40.70874,-73.93818
3850,Brooklyn,Williamsburg,40.71216,-73.94612
3851,Manhattan,Washington Heights,40.84966,-73.93945
3852,Brooklyn,Prospect-Lefferts Gardens,40.65747,-73.95798
3853,Brooklyn,Crown Heights,40.67026,-73.92587
3854,Manhattan,Harlem,40.81128,-73.94117
3855,Manhattan,Chinatown,40.7159,-73.99059
3856,Brooklyn,Williamsburg,40.70941,-73.9522
3857,Brooklyn,Bedford-Stuyvesant,40.6901,-73.94524
3858,Brooklyn,Greenpoint,40.73421,-73.95698
3859,Brooklyn,Williamsburg,40.71165,-73.96716
3860,Brooklyn,Crown Heights,40.66732,-73.95794
3861,Queens,Astoria,40.76315,-73.92617
3862,Brooklyn,Crown Heights,40.67286,-73.92566
3863,Queens,Rego Park,40.73243,-73.86773
3864,Brooklyn,Williamsburg,40.71338,-73.95738
3865,Manhattan,Greenwich Village,40.72946,-74.00189
3866,Manhattan,Hell's Kitchen,40.76349,-73.98985
3867,Brooklyn,Bedford-Stuyvesant,40.68172,-73.93236
3868,Brooklyn,Crown Heights,40.67935,-73.9633
3869,Brooklyn,Flatbush,40.65173,-73.96035
3870,Brooklyn,South Slope,40.66468,-73.98777
3871,Brooklyn,Williamsburg,40.711,-73.95403
3872,Manhattan,Upper East Side,40.78092,-73.95162
3873,Manhattan,Kips Bay,40.73997,-73.98137
3874,Manhattan,Civic Center,40.71654,-74.00138
3875,Queens,Ozone Park,40.67657,-73.84083
3876,Manhattan,SoHo,40.72541,-74.01015
3877,Queens,Ridgewood,40.70375,-73.9094
3878,Manhattan,Hell's Kitchen,40.76046,-73.99131
3879,Brooklyn,Crown Heights,40.6738,-73.93985
3880,Manhattan,Hell's Kitchen,40.76394,-73.99448
3881,Manhattan,East Harlem,40.80021,-73.94142
3882,Brooklyn,Crown Heights,40.67343,-73.96291
3883,Brooklyn,Crown Heights,40.6769,-73.9513
3884,Brooklyn,Bensonhurst,40.61518,-73.98874
3885,Brooklyn,Bedford-Stuyvesant,40.69392,-73.95446
3886,Brooklyn,Greenpoint,40.73334,-73.95478
3887,Brooklyn,Bedford-Stuyvesant,40.68843,-73.93678
3888,Brooklyn,Flatbush,40.64846,-73.96186
3889,Manhattan,Lower East Side,40.71762,-73.98334
3890,Bronx,Kingsbridge,40.88437,-73.89746
3891,Brooklyn,Williamsburg,40.7106,-73.95325
3892,Manhattan,Lower East Side,40.71968,-73.98726
3893,Manhattan,Harlem,40.82039,-73.95514
3894,Brooklyn,Bushwick,40.70054,-73.92954
3895,Brooklyn,Clinton Hill,40.69045,-73.96762
3896,Brooklyn,Williamsburg,40.71919,-73.9418
3897,Brooklyn,Williamsburg,40.71952,-73.96281
3898,Manhattan,West Village,40.73618,-74.00256
3899,Manhattan,Harlem,40.81904,-73.94325
3900,Brooklyn,Williamsburg,40.71023,-73.94657
3901,Manhattan,Upper East Side,40.78331,-73.94489
3902,Manhattan,East Village,40.72916,-73.98022
3903,Brooklyn,Carroll Gardens,40.68008,-73.99392
3904,Brooklyn,Flatbush,40.64307,-73.95455
3905,Brooklyn,Crown Heights,40.67019,-73.95541
3906,Manhattan,Lower East Side,40.71962,-73.99178
3907,Brooklyn,Kensington,40.64742,-73.97559
3908,Brooklyn,Williamsburg,40.7186,-73.9451
3909,Manhattan,Upper West Side,40.78327,-73.97343
3910,Brooklyn,Bushwick,40.6998,-73.92913
3911,Manhattan,Hell's Kitchen,40.76589,-73.98536
3912,Manhattan,Chelsea,40.7453,-74.00704
3913,Brooklyn,Crown Heights,40.67422,-73.95569
3914,Brooklyn,Greenpoint,40.73169,-73.9554
3915,Manhattan,Tribeca,40.72034,-74.01122
3916,Manhattan,Tribeca,40.7159,-74.00834
3917,Manhattan,Harlem,40.82301,-73.94907
3918,Manhattan,Washington Heights,40.83358,-73.94462
3919,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344
3920,Manhattan,Upper West Side,40.7809,-73.98215
3921,Brooklyn,Bushwick,40.6911,-73.92125
3922,Brooklyn,Greenpoint,40.72545,-73.95405
3923,Brooklyn,Crown Heights,40.66586,-73.95128
3924,Bronx,Soundview,40.82528,-73.86004
3925,Brooklyn,Greenpoint,40.72669,-73.9419
3926,Manhattan,Upper West Side,40.7851,-73.97397
3927,Brooklyn,Flatbush,40.64815,-73.96486
3928,Manhattan,Two Bridges,40.71149,-73.99721
3929,Manhattan,Hell's Kitchen,40.76453,-73.99515
3930,Brooklyn,Williamsburg,40.71124,-73.9499
3931,Queens,Long Island City,40.74955,-73.95081
3932,Brooklyn,South Slope,40.66443,-73.98792
3933,Manhattan,Tribeca,40.72023,-74.00715
3934,Manhattan,SoHo,40.72512,-74.00024
3935,Manhattan,East Harlem,40.79926,-73.94499
3936,Brooklyn,Greenpoint,40.73418,-73.95683
3937,Brooklyn,Greenpoint,40.73348,-73.95689
3938,Manhattan,Morningside Heights,40.8049,-73.96315
3939,Manhattan,Greenwich Village,40.72908,-73.9965
3940,Manhattan,Harlem,40.82349,-73.94193
3941,Manhattan,East Village,40.72598,-73.97778
3942,Brooklyn,Gowanus,40.67906,-73.99093
3943,Brooklyn,Crown Heights,40.67652,-73.95713
3944,Brooklyn,Bedford-Stuyvesant,40.69011,-73.96026
3945,Brooklyn,Park Slope,40.67348,-73.9779
3946,Manhattan,Financial District,40.70781,-74.00701
3947,Manhattan,Hell's Kitchen,40.76852,-73.98735
3948,Brooklyn,Greenpoint,40.72708,-73.94171
3949,Queens,Astoria,40.75705,-73.91771
3950,Manhattan,Upper East Side,40.78474,-73.94974
3951,Brooklyn,Bedford-Stuyvesant,40.68948,-73.93528
3952,Brooklyn,Park Slope,40.68091,-73.9766
3953,Brooklyn,Greenpoint,40.72559,-73.95033
3954,Manhattan,Lower East Side,40.72007,-73.98946
3955,Queens,Astoria,40.75799,-73.92006
3956,Brooklyn,Williamsburg,40.70669,-73.93578
3957,Manhattan,East Village,40.73237,-73.98918
3958,Brooklyn,Fort Greene,40.68825,-73.98038
3959,Manhattan,Harlem,40.79841,-73.95257
3960,Queens,Astoria,40.76122,-73.91163
3961,Brooklyn,Williamsburg,40.71512,-73.94978
3962,Brooklyn,Greenpoint,40.72574,-73.94146
3963,Brooklyn,Columbia St,40.68727,-74.00352
3964,Manhattan,Nolita,40.72297,-73.99539
3965,Queens,Bay Terrace,40.78645,-73.77958
3966,Manhattan,Upper West Side,40.78792,-73.97758
3967,Brooklyn,Williamsburg,40.71841,-73.95992
3968,Manhattan,Upper West Side,40.79838,-73.96388
3969,Brooklyn,Boerum Hill,40.68955,-73.98885
3970,Manhattan,Hell's Kitchen,40.76269,-73.9907
3971,Brooklyn,Bedford-Stuyvesant,40.6895,-73.95279
3972,Brooklyn,Greenpoint,40.72591,-73.9422
3973,Brooklyn,Williamsburg,40.71492,-73.94124
3974,Manhattan,Harlem,40.80121,-73.95002
3975,Manhattan,Harlem,40.80705,-73.94452
3976,Queens,Ozone Park,40.67948,-73.85335
3977,Brooklyn,Red Hook,40.68075,-74.00961
3978,Manhattan,SoHo,40.72337,-74.00175
3979,Manhattan,Kips Bay,40.744,-73.98054
3980,Queens,Jackson Heights,40.75484,-73.8764
3981,Manhattan,Financial District,40.70933,-74.00381
3982,Brooklyn,Williamsburg,40.71116,-73.96078
3983,Brooklyn,Williamsburg,40.71072,-73.96143
3984,Manhattan,Harlem,40.8151,-73.95147
3985,Manhattan,Lower East Side,40.72005,-73.98609
3986,Manhattan,Upper East Side,40.77194,-73.94773
3987,Brooklyn,Bushwick,40.70451,-73.92588
3988,Brooklyn,Flatlands,40.62338,-73.94078
3989,Brooklyn,Greenpoint,40.72771,-73.95382
3990,Manhattan,Chelsea,40.75066,-73.9972
3991,Manhattan,Upper East Side,40.77574,-73.9524
3992,Manhattan,Greenwich Village,40.73405,-73.99725
3993,Brooklyn,Bushwick,40.69587,-73.9096
3994,Manhattan,Hell's Kitchen,40.7673,-73.98809
3995,Brooklyn,Williamsburg,40.71009,-73.95741
3996,Brooklyn,Boerum Hill,40.68844,-73.98513
3997,Brooklyn,Prospect-Lefferts Gardens,40.6574,-73.96174
3998,Brooklyn,Borough Park,40.63256,-73.99453
3999,Queens,Jamaica,40.67349,-73.76951
4000,Manhattan,Harlem,40.81456,-73.94583
4001,Brooklyn,Williamsburg,40.71683,-73.95623
4002,Manhattan,Upper East Side,40.77979,-73.96153
4003,Queens,Long Island City,40.74263,-73.95594
4004,Queens,Astoria,40.76441,-73.92878
4005,Manhattan,Midtown,40.75879,-73.96413
4006,Manhattan,Upper West Side,40.79732,-73.97259
4007,Queens,Astoria,40.76374,-73.90965
4008,Queens,Astoria,40.75879,-73.91185
4009,Manhattan,Nolita,40.72276,-73.99499
4010,Manhattan,East Village,40.73101,-73.98936
4011,Manhattan,Hell's Kitchen,40.76152,-73.98793
4012,Brooklyn,Bushwick,40.70365,-73.92711
4013,Queens,Ditmars Steinway,40.77804,-73.91623
4014,Manhattan,Lower East Side,40.71934,-73.98196
4015,Brooklyn,Crown Heights,40.67571,-73.95161
4016,Brooklyn,South Slope,40.66517,-73.98637
4017,Brooklyn,Borough Park,40.64426,-73.99555
4018,Manhattan,East Village,40.72314,-73.98491
4019,Brooklyn,Borough Park,40.64601,-73.99765
4020,Brooklyn,Borough Park,40.64447,-73.99574
4021,Brooklyn,Borough Park,40.64492,-73.99612
4022,Brooklyn,Bushwick,40.69728,-73.93066
4023,Manhattan,Financial District,40.70558,-74.01533
4024,Manhattan,Theater District,40.76084,-73.98367
4025,Brooklyn,Crown Heights,40.67901,-73.96237
4026,Brooklyn,Carroll Gardens,40.68287,-73.99082
4027,Manhattan,Harlem,40.81927,-73.94631
4028,Manhattan,Kips Bay,40.73905,-73.98161
4029,Manhattan,Upper West Side,40.77929,-73.97787
4030,Brooklyn,Sunset Park,40.63747,-74.01153
4031,Queens,Astoria,40.76163,-73.91783
4032,Manhattan,Battery Park City,40.70657,-74.01676
4033,Manhattan,Harlem,40.81472,-73.94291
4034,Manhattan,Harlem,40.82277,-73.94981
4035,Brooklyn,Prospect Heights,40.67454,-73.96803
4036,Bronx,Norwood,40.87605,-73.88047
4037,Manhattan,Nolita,40.72224,-73.99491
4038,Brooklyn,Bedford-Stuyvesant,40.68709,-73.95558
4039,Manhattan,Morningside Heights,40.8075,-73.95844
4040,Manhattan,Gramercy,40.73237,-73.98288
4041,Manhattan,Hell's Kitchen,40.76518,-73.98746
4042,Manhattan,East Village,40.72939,-73.98319
4043,Manhattan,Hell's Kitchen,40.76791,-73.98735
4044,Brooklyn,Crown Heights,40.68027,-73.96379
4045,Brooklyn,Williamsburg,40.71685,-73.94246
4046,Manhattan,Harlem,40.8235,-73.95144
4047,Manhattan,Harlem,40.8029,-73.95694
4048,Brooklyn,Flatbush,40.64576,-73.95871
4049,Brooklyn,Clinton Hill,40.6842,-73.9636
4050,Brooklyn,Williamsburg,40.70819,-73.94813
4051,Manhattan,East Harlem,40.79731,-73.94231
4052,Brooklyn,Boerum Hill,40.68611,-73.99031
4053,Brooklyn,Williamsburg,40.71075,-73.95676
4054,Manhattan,East Village,40.73112,-73.98558
4055,Manhattan,Washington Heights,40.84309,-73.94127
4056,Brooklyn,Williamsburg,40.72002,-73.9578
4057,Manhattan,Upper West Side,40.78283,-73.97206
4058,Manhattan,Chelsea,40.74311,-74.00718
4059,Brooklyn,Bay Ridge,40.63113,-74.02767
4060,Manhattan,Harlem,40.8127,-73.94367
4061,Queens,Rockaway Beach,40.58451,-73.815
4062,Manhattan,East Harlem,40.79249,-73.94592
4063,Brooklyn,Williamsburg,40.71997,-73.95945
4064,Brooklyn,Bushwick,40.69304,-73.92079
4065,Manhattan,Harlem,40.80546,-73.95221
4066,Brooklyn,Crown Heights,40.67656,-73.95825
4067,Brooklyn,Flatbush,40.64772,-73.96273
4068,Brooklyn,Bedford-Stuyvesant,40.6883,-73.95644
4069,Brooklyn,Bedford-Stuyvesant,40.69135,-73.94694
4070,Brooklyn,Greenpoint,40.72707,-73.95681
4071,Manhattan,Midtown,40.75529,-73.96897
4072,Brooklyn,Williamsburg,40.70942,-73.94693
4073,Brooklyn,Boerum Hill,40.68647,-73.98595
4074,Brooklyn,Bushwick,40.69911,-73.93713
4075,Brooklyn,Crown Heights,40.67648,-73.95098
4076,Manhattan,Harlem,40.80007,-73.9562
4077,Manhattan,Upper East Side,40.77231,-73.95588
4078,Manhattan,Upper East Side,40.77263,-73.95567
4079,Manhattan,Morningside Heights,40.81503,-73.96029
4080,Staten Island,Concord,40.60375,-74.08065
4081,Manhattan,Upper West Side,40.79071,-73.97408
4082,Brooklyn,Bushwick,40.70318,-73.91462
4083,Manhattan,Upper West Side,40.79733,-73.96104
4084,Manhattan,Hell's Kitchen,40.76608,-73.99203
4085,Brooklyn,Williamsburg,40.7165,-73.94842
4086,Bronx,Concourse,40.83012,-73.92714
4087,Manhattan,Upper East Side,40.77265,-73.9574
4088,Manhattan,Upper East Side,40.77276,-73.95675
4089,Manhattan,Upper East Side,40.77107,-73.95682
4090,Brooklyn,Bushwick,40.70065,-73.93862
4091,Manhattan,Upper West Side,40.79827,-73.96881
4092,Brooklyn,Prospect Heights,40.67318,-73.96738
4093,Brooklyn,Fort Greene,40.68661,-73.97054
4094,Brooklyn,Flatbush,40.64851,-73.96121
4095,Bronx,Co-op City,40.86646,-73.82154
4096,Manhattan,Harlem,40.82424,-73.94664
4097,Brooklyn,Borough Park,40.63081,-73.99638
4098,Brooklyn,Bushwick,40.69616,-73.93201
4099,Manhattan,Harlem,40.80029,-73.95362
4100,Brooklyn,Fort Greene,40.68914,-73.9776
4101,Brooklyn,Williamsburg,40.70719,-73.96407
4102,Brooklyn,Bedford-Stuyvesant,40.69471,-73.94184
4103,Brooklyn,South Slope,40.66141,-73.98097
4104,Manhattan,East Village,40.72839,-73.98613
4105,Manhattan,Upper East Side,40.77278,-73.95753
4106,Manhattan,Lower East Side,40.72073,-73.98954
4107,Manhattan,Upper East Side,40.78061,-73.9498
4108,Manhattan,Hell's Kitchen,40.76503,-73.98827
4109,Brooklyn,Williamsburg,40.71498,-73.96104
4110,Brooklyn,Crown Heights,40.67228,-73.93352
4111,Queens,Ditmars Steinway,40.77594,-73.91786
4112,Brooklyn,East Flatbush,40.64942,-73.92482
4113,Brooklyn,Crown Heights,40.67265,-73.9485
4114,Brooklyn,Williamsburg,40.71112,-73.96268
4115,Brooklyn,Flatbush,40.65403,-73.95904
4116,Manhattan,Morningside Heights,40.8098,-73.95722
4117,Manhattan,Gramercy,40.73409,-73.98559
4118,Brooklyn,Carroll Gardens,40.67909,-73.996
4119,Manhattan,East Village,40.72816,-73.98035
4120,Queens,Maspeth,40.71827,-73.90647
4121,Manhattan,Upper West Side,40.79592,-73.97024
4122,Manhattan,Upper East Side,40.77645,-73.94865
4123,Brooklyn,Crown Heights,40.67799,-73.94709
4124,Manhattan,Two Bridges,40.71226,-73.99416
4125,Brooklyn,Greenpoint,40.73282,-73.9578
4126,Manhattan,Harlem,40.8106,-73.94647
4127,Manhattan,East Village,40.721,-73.98169
4128,Manhattan,Upper East Side,40.76791,-73.96509
4129,Brooklyn,Bedford-Stuyvesant,40.68852,-73.93588
4130,Manhattan,East Harlem,40.7913,-73.94265
4131,Brooklyn,Greenpoint,40.72561,-73.94745
4132,Manhattan,Chinatown,40.71675,-73.99092
4133,Brooklyn,Williamsburg,40.70844,-73.95191
4134,Brooklyn,Clinton Hill,40.69172,-73.96934
4135,Queens,Rego Park,40.72786,-73.86946
4136,Brooklyn,Williamsburg,40.70585,-73.92698
4137,Manhattan,Gramercy,40.73657,-73.98019
4138,Brooklyn,Bushwick,40.69987,-73.92552
4139,Brooklyn,Bay Ridge,40.63465,-74.02366
4140,Manhattan,Upper West Side,40.79512,-73.97092
4141,Bronx,Claremont Village,40.84192,-73.91108
4142,Brooklyn,Williamsburg,40.71209,-73.95196
4143,Brooklyn,Williamsburg,40.71639,-73.95271
4144,Manhattan,Washington Heights,40.83677,-73.94314
4145,Manhattan,Upper West Side,40.77848,-73.98334
4146,Queens,Jackson Heights,40.75107,-73.87654
4147,Brooklyn,Williamsburg,40.71262,-73.95292
4148,Queens,Long Island City,40.74627,-73.94666
4149,Manhattan,Midtown,40.76419,-73.98018
4150,Queens,Long Island City,40.74749,-73.92089
4151,Manhattan,Harlem,40.80494,-73.95638
4152,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91632
4153,Brooklyn,Williamsburg,40.70934,-73.9627
4154,Brooklyn,Crown Heights,40.66733,-73.95667
4155,Manhattan,Midtown,40.75413,-73.96792
4156,Brooklyn,Clinton Hill,40.68274,-73.96487
4157,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95033
4158,Manhattan,Harlem,40.82305,-73.93739
4159,Manhattan,Gramercy,40.73701,-73.98242
4160,Queens,Long Island City,40.74606,-73.95765
4161,Brooklyn,Fort Greene,40.69265,-73.97009
4162,Manhattan,Hell's Kitchen,40.76711,-73.98371
4163,Manhattan,Washington Heights,40.84203,-73.93985
4164,Manhattan,Kips Bay,40.74035,-73.98114
4165,Manhattan,Hell's Kitchen,40.76479,-73.98455
4166,Queens,Long Island City,40.74332,-73.95426
4167,Queens,Whitestone,40.79721,-73.816
4168,Manhattan,Harlem,40.8084,-73.95123
4169,Manhattan,Harlem,40.80697,-73.95203
4170,Manhattan,Harlem,40.82907,-73.94939
4171,Brooklyn,Bushwick,40.69574,-73.93111
4172,Manhattan,Washington Heights,40.83482,-73.94617
4173,Manhattan,Nolita,40.72173,-73.99383
4174,Brooklyn,Greenpoint,40.72595,-73.94143
4175,Brooklyn,Greenpoint,40.72812,-73.94704
4176,Brooklyn,Williamsburg,40.70666,-73.9506
4177,Manhattan,Hell's Kitchen,40.7678,-73.9868
4178,Manhattan,Upper East Side,40.77518,-73.95618
4179,Brooklyn,Greenpoint,40.72713,-73.94141
4180,Brooklyn,Red Hook,40.67795,-74.00747
4181,Brooklyn,Crown Heights,40.67203,-73.93494
4182,Brooklyn,South Slope,40.66481,-73.97807
4183,Bronx,Port Morris,40.80091,-73.91449
4184,Brooklyn,Bushwick,40.69895,-73.93249
4185,Manhattan,Upper East Side,40.77107,-73.95322
4186,Brooklyn,Williamsburg,40.70024,-73.95047
4187,Manhattan,Theater District,40.76351,-73.98431
4188,Brooklyn,Williamsburg,40.70404,-73.93496
4189,Brooklyn,Prospect-Lefferts Gardens,40.6582,-73.95688
4190,Brooklyn,Bedford-Stuyvesant,40.69026,-73.92701
4191,Brooklyn,Clinton Hill,40.69418,-73.9677
4192,Manhattan,Chelsea,40.73942,-73.99629
4193,Queens,Astoria,40.7558,-73.92377
4194,Manhattan,East Harlem,40.79121,-73.94793
4195,Manhattan,East Village,40.7221,-73.98259
4196,Brooklyn,Bedford-Stuyvesant,40.68058,-73.93856
4197,Manhattan,Upper West Side,40.79496,-73.97349
4198,Brooklyn,Kensington,40.64468,-73.97208
4199,Brooklyn,Carroll Gardens,40.68322,-73.99248
4200,Manhattan,Harlem,40.80966,-73.94711
4201,Queens,Long Island City,40.7625,-73.93919
4202,Brooklyn,Bedford-Stuyvesant,40.68286,-73.93055
4203,Brooklyn,Bushwick,40.69686,-73.93042
4204,Manhattan,Hell's Kitchen,40.75927,-73.99223
4205,Manhattan,Greenwich Village,40.73085,-73.99421
4206,Manhattan,Midtown,40.76544,-73.98186
4207,Brooklyn,Fort Greene,40.69226,-73.98056
4208,Manhattan,Harlem,40.81677,-73.94371
4209,Queens,Ditmars Steinway,40.77138,-73.90895
4210,Manhattan,Hell's Kitchen,40.7645,-73.99314
4211,Manhattan,East Village,40.73243,-73.98906
4212,Brooklyn,Bushwick,40.6982,-73.92852
4213,Brooklyn,Williamsburg,40.71813,-73.95869
4214,Brooklyn,Carroll Gardens,40.68009,-74.00009
4215,Manhattan,Lower East Side,40.71542,-73.98511
4216,Manhattan,Upper East Side,40.77249,-73.95756
4217,Manhattan,Washington Heights,40.84915,-73.93848
4218,Manhattan,Chelsea,40.74389,-73.99835
4219,Queens,Flushing,40.75606,-73.81954
4220,Brooklyn,Williamsburg,40.71614,-73.96134
4221,Brooklyn,Park Slope,40.66587,-73.97881
4222,Manhattan,Midtown,40.75967,-73.96595
4223,Manhattan,East Village,40.72278,-73.98497
4224,Brooklyn,Park Slope,40.67736,-73.98084
4225,Brooklyn,Clinton Hill,40.68998,-73.96072
4226,Manhattan,Upper West Side,40.78694,-73.97384
4227,Bronx,Fordham,40.86705,-73.88545
4228,Brooklyn,Windsor Terrace,40.66044,-73.97977
4229,Brooklyn,Flatbush,40.64602,-73.95964
4230,Manhattan,Upper West Side,40.77024,-73.98746
4231,Manhattan,Upper West Side,40.77852,-73.98577
4232,Brooklyn,Bedford-Stuyvesant,40.69707,-73.93914
4233,Manhattan,Harlem,40.83252,-73.94916
4234,Brooklyn,Carroll Gardens,40.68235,-74.00047
4235,Brooklyn,Carroll Gardens,40.68238,-73.99481
4236,Manhattan,Upper East Side,40.77349,-73.95137
4237,Manhattan,East Village,40.72105,-73.9814
4238,Manhattan,Harlem,40.81781,-73.94577
4239,Brooklyn,Fort Greene,40.69056,-73.98038
4240,Brooklyn,Boerum Hill,40.68671,-73.98952
4241,Manhattan,Chelsea,40.74309,-73.99436
4242,Manhattan,Nolita,40.72106,-73.99417
4243,Brooklyn,Williamsburg,40.71173,-73.94955
4244,Manhattan,West Village,40.73571,-74.00375
4245,Brooklyn,Brooklyn Heights,40.69297,-73.99758
4246,Manhattan,Chinatown,40.71418,-73.99295
4247,Manhattan,East Village,40.72266,-73.98337
